2025-02-14 21:21:35,336 - INFO - Process 0/4 starting training
2025-02-14 21:21:38,162 - INFO - Using provided sampler, shuffle set to False
2025-02-14 21:21:38,162 - INFO - Created DataLoader with: batch_size=2, num_workers=2, shuffle=False, sampler=provided
2025-02-14 22:42:08,998 - ERROR - Error in batch 2 on GPU 0: [Rank 0]: Ranks 2 failed to pass monitoredBarrier in 1800000 ms
2025-02-14 22:42:09,046 - ERROR - Error in batch 3 on GPU 0: !unmarked_param_indices.empty() INTERNAL ASSERT FAILED at "/pytorch/torch/csrc/distributed/c10d/reducer.cpp":1924, please report a bug to PyTorch. 
2025-02-14 22:42:09,057 - ERROR - Error in batch 4 on GPU 0: !unmarked_param_indices.empty() INTERNAL ASSERT FAILED at "/pytorch/torch/csrc/distributed/c10d/reducer.cpp":1924, please report a bug to PyTorch. 
2025-02-14 22:42:09,067 - ERROR - Error in batch 5 on GPU 0: !unmarked_param_indices.empty() INTERNAL ASSERT FAILED at "/pytorch/torch/csrc/distributed/c10d/reducer.cpp":1924, please report a bug to PyTorch. 
2025-02-14 22:42:09,097 - ERROR - Error in batch 6 on GPU 0: !unmarked_param_indices.empty() INTERNAL ASSERT FAILED at "/pytorch/torch/csrc/distributed/c10d/reducer.cpp":1924, please report a bug to PyTorch. 
2025-02-14 22:42:09,694 - ERROR - Error in batch 7 on GPU 0: !unmarked_param_indices.empty() INTERNAL ASSERT FAILED at "/pytorch/torch/csrc/distributed/c10d/reducer.cpp":1924, please report a bug to PyTorch. 
2025-02-14 22:42:09,699 - ERROR - Error in batch 8 on GPU 0: !unmarked_param_indices.empty() INTERNAL ASSERT FAILED at "/pytorch/torch/csrc/distributed/c10d/reducer.cpp":1924, please report a bug to PyTorch. 
2025-02-14 22:42:09,762 - ERROR - Error in batch 9 on GPU 0: !unmarked_param_indices.empty() INTERNAL ASSERT FAILED at "/pytorch/torch/csrc/distributed/c10d/reducer.cpp":1924, please report a bug to PyTorch. 
2025-02-14 22:42:09,766 - ERROR - Error in batch 10 on GPU 0: !unmarked_param_indices.empty() INTERNAL ASSERT FAILED at "/pytorch/torch/csrc/distributed/c10d/reducer.cpp":1924, please report a bug to PyTorch. 
2025-02-14 22:42:10,840 - ERROR - Error in batch 11 on GPU 0: !unmarked_param_indices.empty() INTERNAL ASSERT FAILED at "/pytorch/torch/csrc/distributed/c10d/reducer.cpp":1924, please report a bug to PyTorch. 
2025-02-14 22:42:10,847 - ERROR - Error in batch 12 on GPU 0: !unmarked_param_indices.empty() INTERNAL ASSERT FAILED at "/pytorch/torch/csrc/distributed/c10d/reducer.cpp":1924, please report a bug to PyTorch. 
